Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,45.93,46.75,45.740002000000004,46.490002000000004,46.176712,1739600
2017-01-04,46.93,47.380001,46.82,47.099998,46.782604,1821300
2017-01-05,47.049999,47.07,46.360001000000004,46.540001000000004,46.226376,1503700
2017-01-06,46.630001,48.07,46.560001,47.990002000000004,47.666610999999996,2883400
2017-01-09,48.009997999999996,48.560001,47.91,48.139998999999996,47.815598,2575300
2017-01-10,48.34,48.540001000000004,47.82,48.099998,47.775867,1560500
2017-01-11,48.029999,49.48,47.950001,49.25,48.918118,5624300
2017-01-12,48.900002,48.900002,47.98,48.52,48.193034999999995,3276900
2017-01-13,48.599998,48.849998,48.41,48.689999,48.361889,1568500
2017-01-17,48.369999,48.720001,48.18,48.32,47.994381,1938800
2017-01-18,48.669998,48.73,48.0,48.25,47.924853999999996,1523500
2017-01-19,48.040001000000004,48.09,47.509997999999996,47.639998999999996,47.318962,1346100
2017-01-20,47.830002,47.93,47.41,47.619999,47.299099,1701700
2017-01-23,47.599998,47.830002,47.23,47.389998999999996,47.070644,2013900
2017-01-24,47.77,48.209998999999996,47.049999,47.349998,47.030918,2741900
2017-01-25,47.599998,48.419998,47.41,48.41,48.083775,3073200
2017-01-26,48.419998,48.43,47.919998,48.169998,47.84539,1895400
2017-01-27,48.32,48.830002,48.299999,48.650002,48.322159,1527800
2017-01-30,48.48,48.549999,47.389998999999996,47.669998,47.348763,2266500
2017-01-31,48.040001000000004,49.150002,48.009997999999996,48.970001,48.640003,2552600
2017-02-01,48.93,49.810001,48.68,49.259997999999996,48.928047,2244600
2017-02-02,48.880001,49.0,48.470001,48.900002,48.570473,1352200
2017-02-03,49.09,49.470001,49.060001,49.380001,49.047241,1191800
2017-02-06,49.130001,49.380001,48.959998999999996,49.27,48.937981,952100
2017-02-07,49.419998,49.779999,49.259997999999996,49.639998999999996,49.305485,2170700
2017-02-08,49.369999,50.029999,49.23,49.93,49.593533,2107100
2017-02-09,49.93,50.799999,49.93,50.470001,50.129898,2557700
2017-02-10,50.509997999999996,50.59,50.02,50.360001000000004,50.020638,2092500
2017-02-13,50.630001,50.889998999999996,50.419998,50.52,50.179558,1568300
2017-02-14,50.240002000000004,50.68,50.09,50.389998999999996,50.05043,3521100
2017-02-15,51.139998999999996,51.84,50.619999,51.619999,51.272141,5724500
2017-02-16,51.68,51.68,50.560001,50.84,50.497402,2550400
2017-02-17,50.650002,51.639998999999996,50.580002,51.630001,51.282082,2195500
2017-02-21,51.66,51.799999,51.169998,51.349998,51.00396,2037000
2017-02-22,51.310001,51.720001,51.189999,51.34,50.99403,1632400
2017-02-23,51.439999,51.599998,51.200001,51.470001,51.123160999999996,1006900
2017-02-24,51.380001,51.830002,51.330002,51.740002000000004,51.391338,1612700
2017-02-27,51.740002000000004,51.939999,51.459998999999996,51.66,51.311873999999996,1195100
2017-02-28,51.52,51.650002,51.23,51.299999,50.9543,1417800
2017-03-01,51.619999,52.259997999999996,51.619999,52.040001000000004,51.689316,2026600
2017-03-02,52.040001000000004,52.080002,51.330002,51.380001,51.033764,1706400
2017-03-03,51.380001,52.040001000000004,51.150002,51.98,51.629719,1824400
2017-03-06,51.639998999999996,51.82,51.18,51.25,50.904635999999996,1883700
2017-03-07,51.060001,51.450001,50.860001000000004,51.209998999999996,50.864906,2233600
2017-03-08,51.259997999999996,51.57,50.950001,51.41,51.063559999999995,1517600
2017-03-09,51.419998,51.580002,51.130001,51.43,51.083427,1259400
