Date,Open,High,Low,Close,Volume,Date
2018-03-27 13:40:00,221.06,221.29,220.99,221.27,6730.0,2018-03-27 13:40:00
2018-03-27 13:45:00,220.77,221.02,220.55,221.02,17853.0,2018-03-27 13:45:00
2018-03-27 13:50:00,220.631,220.94,220.45,220.84,11573.0,2018-03-27 13:50:00
2018-03-27 13:55:00,220.77,221.02,220.59,220.68,14687.0,2018-03-27 13:55:00
2018-03-27 14:00:00,221.0148,221.16,220.6404,220.75,8723.0,2018-03-27 14:00:00
2018-03-27 14:05:00,220.84,221.02,220.675,220.97,7449.0,2018-03-27 14:05:00
2018-03-27 14:10:00,221.04,221.23,220.84,220.85,16741.0,2018-03-27 14:10:00
2018-03-27 14:15:00,221.32,221.32,221.11,221.11,8611.0,2018-03-27 14:15:00
2018-03-27 14:20:00,221.27,221.4,221.15,221.25,6922.0,2018-03-27 14:20:00
2018-03-27 14:25:00,221.39,221.44,221.09,221.27,9575.0,2018-03-27 14:25:00
2018-03-27 14:30:00,221.23,221.51,221.23,221.48,6211.0,2018-03-27 14:30:00
2018-03-27 14:35:00,220.78,221.23,220.78,221.17,11501.0,2018-03-27 14:35:00
2018-03-27 14:40:00,220.819,221.0,220.66,220.89,10849.0,2018-03-27 14:40:00
2018-03-27 14:45:00,220.89,221.06,220.68,220.83,10303.0,2018-03-27 14:45:00
2018-03-27 14:50:00,220.37,220.87,220.25,220.87,11243.0,2018-03-27 14:50:00
2018-03-27 14:55:00,220.285,220.45,220.16,220.35,13031.0,2018-03-27 14:55:00
2018-03-27 15:00:00,219.9,220.3,219.86,220.25,11737.0,2018-03-27 15:00:00
2018-03-27 15:05:00,219.4733,219.86,219.25,219.86,13885.0,2018-03-27 15:05:00
2018-03-27 15:10:00,219.95,220.02,219.26,219.56,17993.0,2018-03-27 15:10:00
2018-03-27 15:15:00,219.41,220.04,219.26,219.91,15166.0,2018-03-27 15:15:00
2018-03-27 15:20:00,219.23,219.63,219.135,219.397,11465.0,2018-03-27 15:20:00
2018-03-27 15:25:00,219.69,219.889,219.205,219.23,27006.0,2018-03-27 15:25:00
2018-03-27 15:30:00,220.23,220.295,219.7083,219.7083,16466.0,2018-03-27 15:30:00
2018-03-27 15:35:00,219.98,220.37,219.77,220.32,14998.0,2018-03-27 15:35:00
2018-03-27 15:40:00,219.5602,220.11,219.49,220.06,15834.0,2018-03-27 15:40:00
2018-03-27 15:45:00,219.79,219.81,219.375,219.6,16679.0,2018-03-27 15:45:00
2018-03-27 15:50:00,219.69,219.89,219.56,219.8,11735.0,2018-03-27 15:50:00
2018-03-27 15:55:00,219.44,220.12,219.42,219.85,19475.0,2018-03-27 15:55:00
2018-03-27 16:00:00,218.81,219.44,218.71,219.43,18527.0,2018-03-27 16:00:00
2018-03-28 09:35:00,218.91,219.06,218.71,218.77,20602.0,2018-03-28 09:35:00
2018-03-28 09:40:00,218.49,219.13,218.4,218.75,22288.0,2018-03-28 09:40:00
2018-03-28 09:45:00,217.87,218.84,217.81,218.51,21670.0,2018-03-28 09:45:00
2018-03-28 09:50:00,217.8,218.02,217.03,217.92,39453.0,2018-03-28 09:50:00
2018-03-28 09:55:00,217.51,218.04,217.27,217.81,23397.0,2018-03-28 09:55:00
2018-03-28 10:00:00,217.5729,218.02,217.51,217.54,23491.0,2018-03-28 10:00:00
2018-03-28 10:05:00,216.92,217.55,216.9,217.53,40753.0,2018-03-28 10:05:00
2018-03-28 10:10:00,216.5256,217.15,216.41,216.94,30332.0,2018-03-28 10:10:00
2018-03-28 10:15:00,215.97,216.65,215.42,216.54,53466.0,2018-03-28 10:15:00
2018-03-28 10:20:00,216.46,216.61,215.91,216.01,42394.0,2018-03-28 10:20:00
2018-03-28 10:25:00,215.131,216.38,215.1,216.36,47183.0,2018-03-28 10:25:00
2018-03-28 10:30:00,215.18,215.56,214.73,215.1752,71283.0,2018-03-28 10:30:00
2018-03-28 10:35:00,215.4601,216.45,215.05,215.11,59939.0,2018-03-28 10:35:00
2018-03-28 10:40:00,215.97,216.21,215.2001,215.4401,127217.0,2018-03-28 10:40:00
2018-03-28 10:45:00,215.91,217.39,215.74,217.23,50074.0,2018-03-28 10:45:00
2018-03-28 10:50:00,215.33,216.2,215.06,215.93,32070.0,2018-03-28 10:50:00
2018-03-28 10:55:00,215.65,216.06,215.0,215.38,21246.0,2018-03-28 10:55:00
2018-03-28 11:00:00,216.7324,216.81,215.49,215.69,12452.0,2018-03-28 11:00:00
2018-03-28 11:05:00,216.8562,216.94,216.2,216.7,12717.0,2018-03-28 11:05:00
2018-03-28 11:10:00,216.95,216.9599,216.4296,216.82,14693.0,2018-03-28 11:10:00
2018-03-28 11:15:00,216.74,217.1,216.19,216.99,24999.0,2018-03-28 11:15:00
2018-03-28 11:20:00,216.73,217.21,216.46,216.82,16127.0,2018-03-28 11:20:00
2018-03-28 11:25:00,216.36,216.7,216.238,216.7,18916.0,2018-03-28 11:25:00
2018-03-28 11:30:00,216.38,216.6244,215.93,216.52,18218.0,2018-03-28 11:30:00
2018-03-28 11:35:00,216.41,216.882,216.24,216.39,20121.0,2018-03-28 11:35:00
2018-03-28 11:40:00,216.9175,216.96,216.26,216.4,27867.0,2018-03-28 11:40:00
2018-03-28 11:45:00,216.27,216.99,216.27,216.88,28119.0,2018-03-28 11:45:00
2018-03-28 11:50:00,215.98,216.41,215.8875,216.14,18272.0,2018-03-28 11:50:00
2018-03-28 11:55:00,215.29,216.0,215.26,215.97,28417.0,2018-03-28 11:55:00
2018-03-28 12:00:00,215.31,215.71,214.91,215.29,27052.0,2018-03-28 12:00:00
2018-03-28 12:05:00,215.895,215.93,214.99,215.31,19011.0,2018-03-28 12:05:00
2018-03-28 12:10:00,216.02,216.03,215.57,215.81,14194.0,2018-03-28 12:10:00
2018-03-28 12:15:00,216.56,216.61,216.14,216.14,17460.0,2018-03-28 12:15:00
2018-03-28 12:20:00,216.95,217.07,216.41,216.55,18838.0,2018-03-28 12:20:00
2018-03-28 12:25:00,216.94,217.41,216.89,217.12,18193.0,2018-03-28 12:25:00
2018-03-28 12:30:00,217.2,217.27,216.52,216.9,16367.0,2018-03-28 12:30:00
2018-03-28 12:35:00,216.69,217.23,216.48,217.115,21801.0,2018-03-28 12:35:00
2018-03-28 12:40:00,216.83,217.37,216.63,216.69,19086.0,2018-03-28 12:40:00
2018-03-28 12:45:00,216.84,216.92,216.09,216.71,23810.0,2018-03-28 12:45:00
2018-03-28 12:50:00,217.16,217.5,216.75,216.7554,30159.0,2018-03-28 12:50:00
2018-03-28 12:55:00,217.3396,217.72,217.145,217.18,17679.0,2018-03-28 12:55:00
2018-03-28 13:00:00,217.26,217.52,216.92,217.41,10498.0,2018-03-28 13:00:00
2018-03-28 13:05:00,217.08,217.42,216.98,217.36,10382.0,2018-03-28 13:05:00
2018-03-28 13:10:00,217.39,217.57,217.02,217.12,34295.0,2018-03-28 13:10:00
2018-03-28 13:15:00,217.45,217.8,217.28,217.41,22238.0,2018-03-28 13:15:00
2018-03-28 13:20:00,217.84,217.855,217.2907,217.2907,20305.0,2018-03-28 13:20:00
2018-03-28 13:25:00,218.8,218.93,217.74,217.74,45488.0,2018-03-28 13:25:00
2018-03-28 13:30:00,219.36,219.37,218.33,218.78,24036.0,2018-03-28 13:30:00
2018-03-28 13:35:00,219.04,219.66,218.9301,219.41,25587.0,2018-03-28 13:35:00
2018-03-28 13:40:00,218.47,219.31,218.34,219.12,14448.0,2018-03-28 13:40:00
2018-03-28 13:45:00,217.99,218.69,217.99,218.53,22221.0,2018-03-28 13:45:00
2018-03-28 13:50:00,218.24,218.47,217.94,217.94,19145.0,2018-03-28 13:50:00
2018-03-28 13:55:00,218.52,218.98,218.29,218.29,19166.0,2018-03-28 13:55:00
2018-03-28 14:00:00,218.285,218.75,218.04,218.57,14033.0,2018-03-28 14:00:00
2018-03-28 14:05:00,217.97,218.42,217.92,218.23,16547.0,2018-03-28 14:05:00
2018-03-28 14:10:00,217.24,217.84,217.24,217.83,14989.0,2018-03-28 14:10:00
2018-03-28 14:15:00,216.8,217.31,216.444,217.3,13262.0,2018-03-28 14:15:00
2018-03-28 14:20:00,217.05,217.14,216.63,216.65,12969.0,2018-03-28 14:20:00
2018-03-28 14:25:00,217.29,217.29,216.79,217.09,15526.0,2018-03-28 14:25:00
2018-03-28 14:30:00,216.79,217.29,216.38,217.29,10716.0,2018-03-28 14:30:00
2018-03-28 14:35:00,217.55,217.64,216.7917,216.83,9735.0,2018-03-28 14:35:00
2018-03-28 14:40:00,217.62,217.6673,217.27,217.51,12041.0,2018-03-28 14:40:00
2018-03-28 14:45:00,217.13,217.67,216.805,217.67,11714.0,2018-03-28 14:45:00
2018-03-28 14:50:00,217.44,217.51,217.06,217.06,11831.0,2018-03-28 14:50:00
2018-03-28 14:55:00,217.45,217.61,217.15,217.4,12101.0,2018-03-28 14:55:00
2018-03-28 15:00:00,218.22,218.42,217.47,217.47,25484.0,2018-03-28 15:00:00
2018-03-28 15:05:00,217.87,218.225,217.64,218.17,16313.0,2018-03-28 15:05:00
2018-03-28 15:10:00,217.9,218.0,217.61,217.88,10200.0,2018-03-28 15:10:00
2018-03-28 15:15:00,217.29,218.15,217.19,217.93,13058.0,2018-03-28 15:15:00
2018-03-28 15:20:00,217.2,217.34,216.91,217.22,17382.0,2018-03-28 15:20:00
2018-03-28 15:25:00,217.06,217.2799,216.77,217.2799,7613.0,2018-03-28 15:25:00
2018-03-28 15:30:00,217.44,217.68,217.07,217.15,10573.0,2018-03-28 15:30:00
2018-03-28 15:35:00,217.32,217.75,217.3174,217.52,12416.0,2018-03-28 15:35:00
2018-03-28 15:40:00,216.91,217.49,216.83,217.34,12528.0,2018-03-28 15:40:00
2018-03-28 15:45:00,216.9554,217.07,216.7,216.86,14322.0,2018-03-28 15:45:00
2018-03-28 15:50:00,217.7,217.7,216.67,217.02,10762.0,2018-03-28 15:50:00
2018-03-28 15:55:00,217.015,217.78,217.015,217.68,14847.0,2018-03-28 15:55:00
2018-03-28 16:00:00,217.02,217.13,216.74,217.09,10349.0,2018-03-28 16:00:00
2018-03-29 09:35:00,217.16,217.39,216.91,217.14,16925.0,2018-03-29 09:35:00
2018-03-29 09:40:00,216.88,217.14,216.78,217.13,14301.0,2018-03-29 09:40:00
2018-03-29 09:45:00,216.14,216.9753,216.14,216.82,17159.0,2018-03-29 09:45:00
2018-03-29 09:50:00,215.61,216.4018,215.61,216.14,15171.0,2018-03-29 09:50:00
2018-03-29 09:55:00,216.3,216.3,215.62,215.62,16038.0,2018-03-29 09:55:00
2018-03-29 10:00:00,216.34,216.51,216.01,216.32,25310.0,2018-03-29 10:00:00
2018-03-29 10:05:00,216.47,216.69,215.95,216.4,25902.0,2018-03-29 10:05:00
2018-03-29 10:10:00,216.53,216.56,216.16,216.45,16883.0,2018-03-29 10:10:00
2018-03-29 10:15:00,216.62,216.91,216.39,216.55,24218.0,2018-03-29 10:15:00
2018-03-29 10:20:00,217.41,217.49,216.56,216.66,42429.0,2018-03-29 10:20:00
2018-03-29 10:25:00,217.0,217.6,216.91,217.47,33023.0,2018-03-29 10:25:00
2018-03-29 10:30:00,217.42,217.43,216.84,217.0,49212.0,2018-03-29 10:30:00
2018-03-29 10:35:00,217.2,217.43,217.07,217.3848,31498.0,2018-03-29 10:35:00
2018-03-29 10:40:00,216.48,217.17,216.43,217.14,62567.0,2018-03-29 10:40:00
2018-03-29 10:45:00,218.855,219.24,217.46,217.79,61077.0,2018-03-29 10:45:00
2018-03-29 10:50:00,219.18,219.36,218.74,218.84,35403.0,2018-03-29 10:50:00
2018-03-29 10:55:00,218.98,219.38,218.65,219.29,22761.0,2018-03-29 10:55:00
2018-03-29 11:00:00,218.56,219.12,218.46,219.05,18390.0,2018-03-29 11:00:00
2018-03-29 11:05:00,218.75,218.87,218.61,218.61,14172.0,2018-03-29 11:05:00
2018-03-29 11:10:00,217.98,218.75,217.83,218.75,24508.0,2018-03-29 11:10:00
2018-03-29 11:15:00,217.87,218.06,217.79,217.935,17094.0,2018-03-29 11:15:00
2018-03-29 11:20:00,217.84,218.04,217.72,217.87,20923.0,2018-03-29 11:20:00
2018-03-29 11:25:00,218.26,218.38,217.83,217.83,16195.0,2018-03-29 11:25:00
2018-03-29 11:30:00,218.005,218.38,217.85,218.26,19261.0,2018-03-29 11:30:00
2018-03-29 11:35:00,218.01,218.11,217.73,218.02,17383.0,2018-03-29 11:35:00
2018-03-29 11:40:00,217.9,218.07,217.67,218.06,13465.0,2018-03-29 11:40:00
2018-03-29 11:45:00,217.99,218.115,217.75,217.92,21492.0,2018-03-29 11:45:00
2018-03-29 11:50:00,217.93,218.175,217.85,218.11,11202.0,2018-03-29 11:50:00
2018-03-29 11:55:00,218.46,218.47,217.99,217.99,24404.0,2018-03-29 11:55:00
2018-03-29 12:00:00,218.56,218.76,218.38,218.39,15960.0,2018-03-29 12:00:00
2018-03-29 12:05:00,219.08,219.21,218.52,218.61,13692.0,2018-03-29 12:05:00
2018-03-29 12:10:00,219.27,219.27,218.63,219.13,18557.0,2018-03-29 12:10:00
2018-03-29 12:15:00,219.76,219.76,219.27,219.28,18193.0,2018-03-29 12:15:00
2018-03-29 12:20:00,220.112,220.16,219.56,219.7,17016.0,2018-03-29 12:20:00
2018-03-29 12:25:00,219.8,220.17,219.65,220.075,17551.0,2018-03-29 12:25:00
2018-03-29 12:30:00,219.665,220.07,219.57,219.8,18987.0,2018-03-29 12:30:00
2018-03-29 12:35:00,219.2825,219.75,219.2675,219.69,12845.0,2018-03-29 12:35:00
2018-03-29 12:40:00,219.36,219.65,219.27,219.31,19154.0,2018-03-29 12:40:00
2018-03-29 12:45:00,219.24,219.45,218.96,219.42,20402.0,2018-03-29 12:45:00
2018-03-29 12:50:00,219.0,219.24,218.86,219.24,12511.0,2018-03-29 12:50:00
2018-03-29 12:55:00,219.445,219.445,218.99,219.0,13990.0,2018-03-29 12:55:00
2018-03-29 13:00:00,219.53,219.72,219.24,219.44,12139.0,2018-03-29 13:00:00
2018-03-29 13:05:00,219.5,219.72,219.41,219.6,11233.0,2018-03-29 13:05:00
2018-03-29 13:10:00,219.995,220.01,219.54,219.54,10047.0,2018-03-29 13:10:00
2018-03-29 13:15:00,219.52,220.12,219.42,220.0425,17186.0,2018-03-29 13:15:00
2018-03-29 13:20:00,219.565,219.665,219.36,219.53,12111.0,2018-03-29 13:20:00
2018-03-29 13:25:00,219.33,219.67,219.3,219.56,13998.0,2018-03-29 13:25:00
2018-03-29 13:30:00,219.335,219.5,219.21,219.25,14117.0,2018-03-29 13:30:00
2018-03-29 13:35:00,219.19,219.35,219.12,219.31,11253.0,2018-03-29 13:35:00
2018-03-29 13:40:00,219.42,219.47,219.02,219.19,11600.0,2018-03-29 13:40:00
2018-03-29 13:45:00,219.2839,219.42,219.2075,219.42,7452.0,2018-03-29 13:45:00
2018-03-29 13:50:00,219.17,219.395,219.14,219.38,6166.0,2018-03-29 13:50:00
2018-03-29 13:55:00,219.06,219.28,218.92,219.27,11735.0,2018-03-29 13:55:00
2018-03-29 14:00:00,219.07,219.2,218.97,219.07,8823.0,2018-03-29 14:00:00
2018-03-29 14:05:00,219.65,219.69,219.0637,219.0637,8848.0,2018-03-29 14:05:00
2018-03-29 14:10:00,219.66,219.8,219.555,219.61,8354.0,2018-03-29 14:10:00
2018-03-29 14:15:00,219.59,219.9,219.58,219.71,8753.0,2018-03-29 14:15:00
2018-03-29 14:20:00,219.4738,219.59,219.35,219.58,7069.0,2018-03-29 14:20:00
2018-03-29 14:25:00,219.49,219.72,219.36,219.43,10630.0,2018-03-29 14:25:00
2018-03-29 14:30:00,219.69,219.72,219.42,219.45,7256.0,2018-03-29 14:30:00
2018-03-29 14:35:00,219.71,219.71,219.55,219.65,4949.0,2018-03-29 14:35:00
2018-03-29 14:40:00,219.82,219.82,219.475,219.71,9778.0,2018-03-29 14:40:00
2018-03-29 14:45:00,219.89,220.02,219.77,219.86,8403.0,2018-03-29 14:45:00
2018-03-29 14:50:00,219.96,220.21,219.85,219.95,15168.0,2018-03-29 14:50:00
2018-03-29 14:55:00,220.35,220.41,220.01,220.0109,9645.0,2018-03-29 14:55:00
2018-03-29 15:00:00,220.73,220.75,220.3,220.35,14219.0,2018-03-29 15:00:00
2018-03-29 15:05:00,220.7,221.0,220.65,220.69,13586.0,2018-03-29 15:05:00
2018-03-29 15:10:00,220.55,220.77,220.54,220.66,8919.0,2018-03-29 15:10:00
2018-03-29 15:15:00,220.56,220.56,220.32,220.55,11328.0,2018-03-29 15:15:00
2018-03-29 15:20:00,220.66,220.81,220.56,220.56,11340.0,2018-03-29 15:20:00
2018-03-29 15:25:00,220.73,221.03,220.61,220.69,16120.0,2018-03-29 15:25:00
2018-03-29 15:30:00,220.72,220.81,220.42,220.79,13019.0,2018-03-29 15:30:00
2018-03-29 15:35:00,220.34,220.85,220.3,220.77,11759.0,2018-03-29 15:35:00
2018-03-29 15:40:00,220.71,220.71,220.36,220.38,9030.0,2018-03-29 15:40:00
2018-03-29 15:45:00,220.755,220.85,220.55,220.75,14102.0,2018-03-29 15:45:00
2018-03-29 15:50:00,220.665,220.78,220.52,220.72,16497.0,2018-03-29 15:50:00
2018-03-29 15:55:00,220.63,220.69,220.46,220.54,18296.0,2018-03-29 15:55:00
2018-03-29 16:00:00,221.05,221.1,220.6,220.65,28097.0,2018-03-29 16:00:00
2018-04-02 09:35:00,221.0425,221.05,220.525,221.05,31370.0,2018-04-02 09:35:00
2018-04-02 09:40:00,220.65,221.115,220.65,221.05,19466.0,2018-04-02 09:40:00
2018-04-02 09:45:00,220.99,221.08,220.5,220.71,19545.0,2018-04-02 09:45:00
2018-04-02 09:50:00,221.35,221.35,221.01,221.04,19887.0,2018-04-02 09:50:00
2018-04-02 09:55:00,221.2,221.38,221.15,221.27,26555.0,2018-04-02 09:55:00
2018-04-02 10:00:00,221.0617,221.265,221.0,221.15,22108.0,2018-04-02 10:00:00
2018-04-02 10:05:00,220.84,221.1,220.78,221.1,22524.0,2018-04-02 10:05:00
2018-04-02 10:10:00,220.69,220.87,220.46,220.87,22199.0,2018-04-02 10:10:00
2018-04-02 10:15:00,220.26,220.69,220.15,220.69,29535.0,2018-04-02 10:15:00
2018-04-02 10:20:00,220.41,220.47,220.0,220.23,35431.0,2018-04-02 10:20:00
2018-04-02 10:25:00,220.17,220.68,220.13,220.44,36795.0,2018-04-02 10:25:00
2018-04-02 10:30:00,220.71,220.78,220.25,220.25,52334.0,2018-04-02 10:30:00
2018-04-02 10:35:00,220.03,220.7763,220.0,220.7763,71390.0,2018-04-02 10:35:00
2018-04-02 10:40:00,219.6,220.06,219.55,220.04,236767.0,2018-04-02 10:40:00
2018-04-02 10:45:00,218.08,218.31,217.7403,218.055,9662.0,2018-04-02 10:45:00
2018-04-02 10:50:00,217.52,218.0381,217.34,217.95,13246.0,2018-04-02 10:50:00
2018-04-02 10:55:00,217.18,218.045,217.09,217.59,28284.0,2018-04-02 10:55:00
2018-04-02 11:00:00,216.6,217.43,216.6,217.13,18597.0,2018-04-02 11:00:00
2018-04-02 11:05:00,216.68,217.31,216.43,216.53,26250.0,2018-04-02 11:05:00
2018-04-02 11:10:00,216.5,217.27,216.19,216.66,17233.0,2018-04-02 11:10:00
2018-04-02 11:15:00,216.21,216.79,216.06,216.61,22179.0,2018-04-02 11:15:00
2018-04-02 11:20:00,215.65,216.29,215.5,216.1463,22298.0,2018-04-02 11:20:00
2018-04-02 11:25:00,215.44,216.07,215.44,215.76,16382.0,2018-04-02 11:25:00
2018-04-02 11:30:00,215.11,215.52,215.02,215.44,22842.0,2018-04-02 11:30:00
2018-04-02 11:35:00,215.22,215.575,215.03,215.15,33136.0,2018-04-02 11:35:00
2018-04-02 11:40:00,214.44,215.28,214.41,215.2,23654.0,2018-04-02 11:40:00
2018-04-02 11:45:00,214.76,214.76,214.23,214.504,18353.0,2018-04-02 11:45:00
2018-04-02 11:50:00,214.55,215.06,214.55,214.77,11022.0,2018-04-02 11:50:00
2018-04-02 11:55:00,214.5,214.76,214.31,214.64,13216.0,2018-04-02 11:55:00
2018-04-02 12:00:00,214.14,214.495,213.87,214.495,18649.0,2018-04-02 12:00:00
2018-04-02 12:05:00,213.9025,214.39,213.74,214.19,16967.0,2018-04-02 12:05:00
2018-04-02 12:10:00,213.81,214.07,213.71,213.76,26432.0,2018-04-02 12:10:00
2018-04-02 12:15:00,213.79,213.97,213.38,213.82,29731.0,2018-04-02 12:15:00
2018-04-02 12:20:00,213.665,213.96,213.55,213.8502,16910.0,2018-04-02 12:20:00
2018-04-02 12:25:00,213.55,213.83,213.41,213.66,20957.0,2018-04-02 12:25:00
2018-04-02 12:30:00,213.43,213.77,213.25,213.5,21299.0,2018-04-02 12:30:00
2018-04-02 12:35:00,213.8,213.951,213.291,213.38,17570.0,2018-04-02 12:35:00
2018-04-02 12:40:00,213.38,213.89,213.27,213.75,13110.0,2018-04-02 12:40:00
2018-04-02 12:45:00,212.01,213.41,211.72,213.4,39680.0,2018-04-02 12:45:00
2018-04-02 12:50:00,211.79,212.09,211.3702,212.08,30186.0,2018-04-02 12:50:00
2018-04-02 12:55:00,212.7,212.89,211.5,211.67,31855.0,2018-04-02 12:55:00
2018-04-02 13:00:00,212.43,212.789,212.1,212.64,24856.0,2018-04-02 13:00:00
2018-04-02 13:05:00,212.46,213.13,212.38,212.5,20580.0,2018-04-02 13:05:00
2018-04-02 13:10:00,212.285,212.44,211.91,212.4,21708.0,2018-04-02 13:10:00
2018-04-02 13:15:00,212.15,212.41,211.79,212.26,23181.0,2018-04-02 13:15:00
2018-04-02 13:20:00,211.74,212.1,211.62,212.03,19818.0,2018-04-02 13:20:00
2018-04-02 13:25:00,212.06,212.22,211.34,211.81,20442.0,2018-04-02 13:25:00
2018-04-02 13:30:00,212.175,212.37,211.99,212.06,12420.0,2018-04-02 13:30:00
2018-04-02 13:35:00,212.18,212.46,212.01,212.185,27376.0,2018-04-02 13:35:00
2018-04-02 13:40:00,212.42,212.67,212.23,212.23,20327.0,2018-04-02 13:40:00
2018-04-02 13:45:00,212.4,212.8991,212.4,212.45,17526.0,2018-04-02 13:45:00
2018-04-02 13:50:00,212.69,212.89,212.19,212.36,17670.0,2018-04-02 13:50:00
2018-04-02 13:55:00,212.44,212.6688,212.28,212.65,26024.0,2018-04-02 13:55:00
2018-04-02 14:00:00,212.0,212.44,211.95,212.44,12353.0,2018-04-02 14:00:00
2018-04-02 14:05:00,211.95,212.16,211.81,212.0523,27111.0,2018-04-02 14:05:00
2018-04-02 14:10:00,211.46,212.26,211.44,212.02,18802.0,2018-04-02 14:10:00
2018-04-02 14:15:00,211.535,211.75,211.34,211.455,21173.0,2018-04-02 14:15:00
2018-04-02 14:20:00,211.55,211.89,211.5,211.57,11903.0,2018-04-02 14:20:00
2018-04-02 14:25:00,211.62,211.84,211.5,211.55,24860.0,2018-04-02 14:25:00
2018-04-02 14:30:00,211.33,211.79,211.33,211.6168,10723.0,2018-04-02 14:30:00
2018-04-02 14:35:00,210.92,211.42,210.78,211.33,35091.0,2018-04-02 14:35:00
2018-04-02 14:40:00,211.44,211.48,210.99,210.99,14681.0,2018-04-02 14:40:00
2018-04-02 14:45:00,211.24,211.62,211.15,211.39,14031.0,2018-04-02 14:45:00
2018-04-02 14:50:00,210.4964,211.09,210.38,211.07,20303.0,2018-04-02 14:50:00
2018-04-02 14:55:00,210.46,210.65,210.11,210.5312,17231.0,2018-04-02 14:55:00
2018-04-02 15:00:00,210.44,210.58,210.19,210.46,21500.0,2018-04-02 15:00:00
2018-04-02 15:05:00,209.8717,210.46,209.8542,210.37,39400.0,2018-04-02 15:05:00
2018-04-02 15:10:00,209.68,210.105,209.53,210.0,32909.0,2018-04-02 15:10:00
2018-04-02 15:15:00,210.03,210.17,209.468,209.7,32265.0,2018-04-02 15:15:00
2018-04-02 15:20:00,210.44,210.55,209.89,210.0341,53135.0,2018-04-02 15:20:00
2018-04-02 15:25:00,210.34,210.6,209.98,210.42,22715.0,2018-04-02 15:25:00
2018-04-02 15:30:00,210.49,210.78,210.32,210.43,21663.0,2018-04-02 15:30:00
2018-04-02 15:35:00,209.8,210.58,209.76,210.53,26568.0,2018-04-02 15:35:00
2018-04-02 15:40:00,210.315,210.53,209.73,209.83,35876.0,2018-04-02 15:40:00
2018-04-02 15:45:00,209.96,210.44,209.76,210.27,28763.0,2018-04-02 15:45:00
2018-04-02 15:50:00,209.74,209.98,209.65,209.96,18645.0,2018-04-02 15:50:00
