,Date,Open,High,Low,Close,Adj Close,Volume,100da,40da,20da,Up or Down
17,2000-01-27,48.59375,49.15625,48.03125,48.125,31.22312,2914800,31.502462055555554,31.502462055555554,31.502462055555554,-0.00964630225080386
18,2000-01-28,47.875,47.90625,46.125,46.125,29.92555,3747400,31.419466684210526,31.419466684210526,31.419466684210526,-0.03655352480417755
19,2000-01-31,46.125,48.6875,46.03125,46.8125,30.371593,3282800,31.367072999999998,31.367072999999998,31.367072999999998,0.014905149051490514
20,2000-02-01,47.1875,48.09375,46.875,47.0625,30.533779,2642200,31.327392333333332,31.327392333333332,31.3630177,-0.0026490066225165563
21,2000-02-02,46.59375,47.0,46.0,46.25,30.006636,2924200,31.26735795454545,31.26735795454545,31.3934299,-0.007377598926894702
22,2000-02-03,45.96875,46.0625,45.0,45.84375,29.743073,3520600,31.20108469565217,31.20108469565217,31.368086499999997,-0.002719238613188307
23,2000-02-04,45.96875,46.21875,44.53125,44.53125,28.891521,3293400,31.104852874999995,31.104852874999995,31.178517949999996,-0.03127124405166554
24,2000-02-07,44.625,44.6875,43.3125,43.8125,28.425207,3935400,30.997667039999996,30.997667039999996,30.93319335,-0.018207282913165267
25,2000-02-08,43.8125,45.09375,43.71875,43.84375,28.445486,2884000,30.899506230769227,30.899506230769227,30.696992549999997,0.0007132667617689016
26,2000-02-09,44.3125,44.5,43.75,43.8125,28.425207,2600400,30.807865518518515,30.807865518518515,30.4881624,-0.011283497884344146
27,2000-02-10,43.625,43.625,42.65625,43.0,27.898066,4020000,30.703944107142853,30.703944107142853,30.248921099999997,-0.014326647564469915
28,2000-02-11,42.6875,43.25,40.65625,41.46875,26.904608000000003,4491600,30.572932517241377,30.572932517241377,29.960006899999996,-0.02855051244509517
29,2000-02-14,41.625,42.375,41.1875,41.4375,26.88434,3356400,30.44997943333333,30.44997943333333,29.693394349999995,-0.0045045045045045045
30,2000-02-15,41.875,45.28125,41.75,44.5625,28.911812,3736000,30.400361129032255,30.400361129032255,29.563636499999994,0.06417910447761194
31,2000-02-16,44.1875,45.1875,43.78125,44.15625,28.648232,2581800,30.345607093749997,30.345607093749997,29.393329149999992,-0.0007072135785007072
32,2000-02-17,44.5,45.9375,44.46875,44.8125,29.074003,3405400,30.307073636363633,30.307073636363633,29.304120449999992,0.007022471910112359
33,2000-02-18,44.9375,45.34375,43.1875,43.78125,28.404936,2864200,30.2511284117647,30.2511284117647,29.184499449999993,-0.02573018080667594
34,2000-02-22,43.875,45.21875,43.25,45.0625,29.236195,2884600,30.222130314285707,30.222130314285707,29.141922299999987,0.027065527065527065
35,2000-02-23,45.6875,46.96875,45.40625,46.15625,30.139776,4460800,30.219842694444438,30.219842694444438,29.166826849999985,0.010259917920656635
36,2000-02-24,45.9375,46.0625,44.78125,45.5,29.71126,3800200,30.20609721621621,30.20609721621621,29.090219999999988,-0.009523809523809525
37,2000-02-25,44.0625,44.65625,42.59375,42.875,27.997141,3627200,30.147966789473678,30.147966789473678,28.928921049999992,-0.02695035460992908
38,2000-02-28,43.46875,44.4375,42.5,43.21875,28.221603,3076600,30.09857284615384,30.09857284615384,28.843723699999988,-0.005751258087706686
39,2000-02-29,42.65625,44.59375,42.3125,44.09375,28.792969,2765400,30.065932749999995,30.065932749999995,28.764792499999988,0.0336996336996337
40,2000-03-01,43.59375,43.875,42.53125,43.0625,28.119574,2891600,30.01846058536585,30.003549975,28.64408224999999,-0.012186379928315413
41,2000-03-02,43.0625,43.875,42.84375,43.03125,28.099171,2186000,29.972763214285713,29.971069449999998,28.54870899999999,-0.000725689404934688
42,2000-03-03,43.875,47.3125,43.75,44.75,29.221508,4581000,29.9552921627907,29.945358625,28.52263074999999,0.019943019943019943
43,2000-03-06,44.65625,45.625,43.625,43.625,28.486889,2052600,29.921919363636366,29.84045855,28.50239914999999,-0.02309307207837649
44,2000-03-07,44.125,44.4375,41.0,41.375,27.017653000000006,5195600,29.857380111111116,29.682607400000002,28.43202144999999,-0.06232294617563739
45,2000-03-08,41.4375,42.125,40.5,41.28125,26.956438,4693200,29.794316152173916,29.5272808,28.357569049999995,-0.003770739064856712
46,2000-03-09,40.40625,40.96875,40.25,40.46875,26.425879,3258200,29.722647276595744,29.372882525,28.257602649999995,0.0015467904098994587
47,2000-03-10,40.3125,41.34375,40.1875,40.75,26.609535,5751600,29.657790770833333,29.2210486,28.1931761,0.010852713178294573
48,2000-03-13,39.5,40.25,39.375,39.5,25.793289,3787800,29.578923387755104,29.048808525,28.137610149999993,0.0
49,2000-03-14,39.59375,40.0,39.28125,39.5625,25.834093,3156600,29.50402678,28.889246074999996,28.0850978,-0.0007892659826361484
50,2000-03-15,39.09375,41.875,39.09375,41.25,26.936028000000004,4240000,29.4536738627451,28.774972549999994,27.986308599999994,0.05515587529976019
51,2000-03-16,42.375,44.625,41.96875,44.03125,28.752171,4804800,29.440183423076924,28.69241735,27.991505549999992,0.03908554572271387
52,2000-03-17,43.46875,44.59375,42.9375,42.9375,28.037954,4068200,29.413726264150945,28.621911774999994,27.939703099999996,-0.012221423436376708
53,2000-03-20,42.96875,43.90625,42.6875,43.5,28.40526,2727600,29.395050962962962,28.562109374999995,27.939719299999997,0.012363636363636363
54,2000-03-21,43.40625,45.75,43.28125,45.21875,29.527597,3827600,29.39746089090909,28.548105849999995,27.9542894,0.04175665946724262
55,2000-03-22,44.5,44.6875,42.5,43.0,28.07876,4404800,29.37391266071429,28.509032724999997,27.8512386,-0.033707865168539325
56,2000-03-23,42.375,43.625,42.375,43.5,28.40526,4972000,29.35691875438597,28.4380793,27.785938599999998,0.02654867256637168
57,2000-03-24,45.0,46.625,44.84375,45.4375,29.670441,5925000,29.362324310344828,28.399262324999995,27.869603599999994,0.009722222222222222
58,2000-03-27,45.46875,45.96875,44.0625,44.3125,28.935827000000003,3254200,29.355095542372883,28.37451925,27.905314799999996,-0.02542955326460481
59,2000-03-28,44.0,45.28125,43.8125,44.4375,29.017445,2448000,29.349468033333334,28.340665549999994,27.916538599999996,0.009943181818181818
60,2000-03-29,44.5,44.5,43.6875,43.8125,28.609316,3280800,29.337334393442625,28.292553974999993,27.9410257,-0.01544943820224719
61,2000-03-30,44.03125,45.875,43.8125,44.5,29.058239,3155800,29.33283285483871,28.26884404999999,27.9889791,0.0106458481192335
62,2000-03-31,45.1875,46.0,44.28125,44.28125,28.915421,2459200,29.32620726984127,28.248152749999985,27.973674750000004,-0.020055325034578148
63,2000-04-03,44.6875,46.1875,44.625,45.9375,29.996941,2871400,29.336687484375002,28.275788249999987,28.04917735,0.027972027972027972
64,2000-04-04,46.0,47.78125,44.75,46.46875,30.343843,4841000,29.352182184615387,28.323754149999992,28.21548685,0.010190217391304348
65,2000-04-05,46.4375,47.40625,45.53125,45.5625,29.752062,2875800,29.358240969696972,28.35641854999999,28.35526805,-0.018842530282637954
66,2000-04-06,45.65625,47.4375,45.65625,46.6875,30.486687,1756400,29.3750834477612,28.40795554999999,28.55830845,0.022587268993839837
67,2000-04-07,46.8125,47.5625,45.8125,45.8125,29.915316,2501200,29.38302804411765,28.458386799999992,28.723597499999993,-0.021361815754339118
68,2000-04-10,45.9375,47.4375,45.875,46.375,30.282619,2110600,29.396065594202906,28.542837074999994,28.948063999999995,0.009523809523809525
69,2000-04-11,46.375,48.53125,46.375,47.71875,31.160082,2952200,29.421265828571435,28.649730624999997,29.21436344999999,0.028975741239892182
70,2000-04-12,48.65625,49.15625,47.3125,47.3125,30.894796000000003,2454600,29.442019774647896,28.699305224999996,29.412301849999995,-0.027617212588310854
71,2000-04-13,47.3125,48.1875,45.875,47.375,30.935612,4152200,29.462764111111124,28.756489724999994,29.521473899999997,0.001321003963011889
72,2000-04-14,47.03125,47.15625,44.15625,45.40625,29.650034,6141600,29.465329452054803,28.770890499999997,29.602077899999994,-0.0345514950166113
73,2000-04-17,44.59375,45.28125,44.03125,44.9375,29.343948,2893600,29.463689162162172,28.794365799999998,29.649012299999992,0.007708479327259986
74,2000-04-18,45.0625,45.0625,44.0,44.9375,29.343948,2419200,29.462092613333347,28.797059624999996,29.63982984999999,-0.0027739251040221915
75,2000-04-19,44.8125,45.9375,44.5625,45.21875,29.527597,1665200,29.462954513157904,28.78175515,29.71227169999999,0.00906555090655509
76,2000-04-20,45.21875,46.15625,45.0,46.125,30.119375,1983800,29.471479454545467,28.791958024999996,29.79797744999999,0.020041465100207326
77,2000-04-24,45.625,48.8125,45.625,48.6875,31.792665000000003,3558200,29.501238243589757,28.886846124999995,29.904088649999995,0.06712328767123288
78,2000-04-25,48.0625,48.15625,44.25,46.90625,30.629526,9044200,29.515520367088623,28.947044199999993,29.98877359999999,-0.024057217165149546
79,2000-04-26,46.75,46.75,43.6875,44.46875,29.037846,6956600,29.509549437500016,28.95316612499999,29.98979364999999,-0.04879679144385027
80,2000-04-27,44.25,44.9375,42.65625,43.71875,28.548094,4835200,29.497679617283968,28.963879124999988,29.98673254999999,-0.012005649717514125
81,2000-04-28,43.71875,43.78125,43.0,43.3125,28.282822,2947000,29.482864280487824,28.968470399999983,29.94796169999999,-0.009292351679771264
82,2000-05-01,43.34375,44.28125,42.53125,43.46875,28.38485,3476400,29.469635192771104,28.94755394999998,29.92143314999999,0.002883922134102379
83,2000-05-02,43.0,43.78125,42.8125,43.46875,28.38485,2459200,29.45672108333335,28.945002974999976,29.84082859999999,0.010901162790697675
84,2000-05-03,43.46875,44.125,42.65625,42.90625,28.017557,2445200,29.43978974117649,28.970000574999972,29.724514299999992,-0.012940330697340043
85,2000-05-04,43.09375,43.84375,42.375,42.71875,27.895113,2766200,29.42182838372095,28.993467449999976,29.631666849999995,-0.00870195794053662
86,2000-05-05,42.59375,43.625,42.40625,43.34375,28.303228000000004,2376400,29.408970908045998,29.040401174999978,29.522493899999994,0.01760821716801174
87,2000-05-08,43.875,43.875,42.75,43.65625,28.507292,1760000,29.3987245568182,29.087845099999974,29.452092699999998,-0.004985754985754986
88,2000-05-09,43.5,43.9375,42.75,43.0,28.07876,1949200,29.38389349438204,29.144981874999978,29.34189975,-0.011494252873563218
89,2000-05-10,43.125,43.25,42.40625,42.96875,28.05835,1998400,29.369165233333348,29.200588299999982,29.18681315,-0.0036231884057971015
90,2000-05-11,43.15625,43.4375,42.78125,42.96875,28.05835,2347400,29.354760670329682,29.22864634999998,29.044990849999998,-0.004344677769732078
91,2000-05-12,42.625,43.0,42.25,42.4375,27.71146,1838400,29.33689870652175,29.202628574999977,28.88378325,-0.004398826979472141
92,2000-05-15,42.6875,43.46875,42.65625,42.96875,28.05835,2635000,29.32315087096775,29.20313847499998,28.80419905,0.006588579795021962
93,2000-05-16,43.09375,45.65625,42.78125,45.03125,29.405153,4051400,29.324023234042564,29.22813579999998,28.807259300000005,0.044960116026105876
94,2000-05-17,44.1875,44.5625,43.8125,44.0,28.917995,2193000,29.31974925263159,29.21289574999998,28.785961650000008,-0.004243281471004243
95,2000-05-18,44.09375,44.3125,43.5,43.53125,28.609924,1599600,29.31235523958334,29.22617484999998,28.740078000000004,-0.012756909992912827
96,2000-05-19,43.09375,43.3125,41.875,42.25,27.767843,2749400,29.296432432989697,29.21023942499998,28.622501400000004,-0.019579405366207395
97,2000-05-22,42.375,42.6875,41.6875,42.09375,27.665148,2568600,29.279786673469395,29.160107099999983,28.416125550000004,-0.00663716814159292
98,2000-05-23,42.09375,42.34375,41.625,42.0625,27.644613,1528400,29.263269767676775,29.12782674999998,28.266879900000003,-0.0007423904974016332
99,2000-05-24,42.5,44.375,42.5,44.09375,28.979603000000004,3241000,29.26043310000001,29.12688069999998,28.263967750000006,0.0375
100,2000-05-25,43.65625,44.125,42.0,42.46875,27.911602,2512800,29.23340027000001,29.109437849999978,28.232143150000006,-0.02720114531138153
101,2000-05-26,42.59375,43.1875,42.0,42.0,27.60354,1784600,29.21545175000001,29.07307037499998,28.198179050000004,-0.013939838591342627
102,2000-05-30,42.3125,43.28125,42.21875,42.5625,27.973223,1573200,29.19268457000001,29.04951542499998,28.1775977,0.005908419497784343
103,2000-05-31,43.0625,43.65625,42.875,42.875,28.178617,2137000,29.14764182000001,29.00405732499998,28.16728605,-0.0043541364296081275
104,2000-06-01,43.03125,43.03125,42.1875,42.4375,27.891073,2034000,29.09323556000001,28.942738074999976,28.16096185,-0.013798111837327523
105,2000-06-02,43.25,43.375,42.0,42.15625,27.706217,3331600,29.03860271000001,28.891591949999974,28.151517050000002,-0.025289017341040464
106,2000-06-05,42.3125,42.53125,42.0625,42.53125,27.952688,2704600,28.992111490000006,28.828241974999976,28.13399005,0.0051698670605613
107,2000-06-06,42.5,42.5,41.03125,41.15625,27.049004,3139200,28.935772610000008,28.756584174999972,28.06107565,-0.03161764705882353
108,2000-06-07,41.15625,41.59375,40.75,40.875,26.864166,3176600,28.877585350000007,28.67112284999997,28.000345949999996,-0.00683371298405467
109,2000-06-08,40.96875,41.0,40.21875,40.875,26.864166,2483200,28.82406110000001,28.563724949999973,27.940636749999992,-0.002288329519450801
110,2000-06-09,40.96875,41.09375,40.59375,40.96875,26.925768,2146200,28.77824909000001,28.46449924999997,27.88400764999999,0.0
111,2000-06-12,41.0,41.90625,40.9375,40.984348,26.936028000000004,2021400,28.72706558000001,28.364509649999974,27.84523604999999,-0.000381756097561046
112,2000-06-13,40.8125,41.65625,40.8125,40.9375,26.905233000000006,2151200,28.687536140000006,28.295889624999973,27.787580199999987,0.0030627871362940277
113,2000-06-14,42.0,42.46875,41.75,42.09375,27.665148,2748600,28.656214060000007,28.253919624999973,27.700579949999984,0.002232142857142857
114,2000-06-15,42.15625,43.6875,42.125,43.21875,28.404535,4171400,28.639382030000007,28.230434299999974,27.674906949999986,0.025203854707190512
115,2000-06-16,43.21875,43.21875,42.21875,42.21875,27.747311,3842800,28.620438290000006,28.185927149999976,27.631776299999984,-0.023138105567606652
116,2000-06-19,42.4375,42.75,41.46875,41.75,27.439232,2423400,28.582396640000006,28.118923574999975,27.61534574999998,-0.016200294550810016
117,2000-06-20,41.8125,42.5,40.53125,41.09375,27.007915,2799400,28.540244590000007,27.999304824999975,27.58248409999998,-0.0171898355754858
118,2000-06-21,42.25,43.25,42.03125,43.125,28.34292,3272600,28.524418290000007,27.942139674999975,27.617399449999983,0.020710059171597635
119,2000-06-22,43.15625,43.875,42.46875,43.03125,28.281313,2798200,28.50351549000001,27.923226349999975,27.58248494999998,-0.002896451846488052
120,2000-06-23,42.4375,42.4375,42.03125,42.21875,27.747311,1579600,28.475650810000012,27.90320677499998,27.57427039999998,-0.005154639175257732
121,2000-06-26,42.1875,42.96875,42.15625,42.75,28.096458,2224800,28.45654903000001,27.898547674999982,27.598916299999978,0.013333333333333334
122,2000-06-27,43.25,43.9375,43.09375,43.3125,28.46615,3072800,28.443779800000012,27.90058017499998,27.62356264999998,0.001445086705202312
123,2000-06-28,43.34375,43.4375,42.71875,43.039051,28.286436,2110400,28.43772895000001,27.898119824999988,27.628953599999978,-0.007029825522710873
124,2000-06-29,42.25,43.40625,42.09375,42.78125,28.116991,2552800,28.434646790000006,27.90060567499999,27.640249499999975,0.01257396449704142
125,2000-06-30,42.65625,43.0,41.242149,41.5,27.274931,3603600,28.422941240000004,27.885101124999988,27.618685199999977,-0.027106227106227107
126,2000-07-03,41.5,42.1875,41.5,42.03125,27.624071,1629400,28.41492988000001,27.868122199999988,27.602254349999974,0.012801204819277108
127,2000-07-05,42.96875,44.6875,42.4375,44.25,29.082304,3385400,28.426772260000007,27.88249749999999,27.70391934999998,0.029818181818181817
128,2000-07-06,43.71875,44.0625,43.25,43.28125,28.445614000000006,2555800,28.44218232000001,27.891668849999984,27.78299174999998,-0.010007147962830594
129,2000-07-07,43.3125,43.875,43.0,43.0625,28.301838,2649200,28.456357300000008,27.897756049999987,27.85487534999998,-0.005772005772005772
130,2000-07-10,42.625,43.8125,42.5625,43.59375,28.650993,2613800,28.45374911000001,27.912572124999986,27.941136599999982,0.022727272727272728
131,2000-07-11,43.59375,44.96875,43.375,44.46875,29.226068,3193600,28.459527470000012,27.950437324999985,28.055638599999988,0.02007168458781362
132,2000-07-12,45.125,45.28125,44.53125,45.03125,29.595762,3123000,28.46474506000001,27.98887262499998,28.19016504999999,-0.002077562326869806
133,2000-07-13,45.4375,45.4375,44.75,44.78125,29.43145,1662400,28.47501020000001,27.989530049999985,28.27848014999999,-0.014442916093535076
134,2000-07-14,44.65625,44.65625,43.3125,43.9375,28.876913,2259000,28.471417380000013,27.988502999999987,28.30209904999999,-0.01609517144856543
135,2000-07-17,43.5,43.75,43.09375,43.625,28.671545,1871400,28.456735070000015,27.990043524999983,28.34831074999999,0.0028735632183908046
136,2000-07-18,43.5625,44.28125,43.53125,44.0,28.917995,1502000,28.44880242000001,28.01879732499998,28.422248899999992,0.010043041606886656
137,2000-07-19,44.5,44.53125,43.125,43.25,28.425072,3098800,28.45308173000001,28.037795424999977,28.493106749999992,-0.028089887640449437
138,2000-07-20,43.375,43.4375,43.0,43.25,28.425072,2226600,28.455116420000014,28.05730689999998,28.49721434999999,-0.002881844380403458
139,2000-07-21,43.15625,43.1875,42.65625,43.1875,28.383993,1425800,28.45102666000001,28.04241664999998,28.502348349999995,0.000724112961622013
140,2000-07-24,43.0,45.1875,43.0,44.53125,29.267143,2589800,28.462502350000012,28.07630517499998,28.578339949999997,0.03561046511627907
141,2000-07-25,44.25,44.84375,44.09375,44.15625,29.020685,2013800,28.471717490000014,28.11173379999998,28.624551299999997,-0.00211864406779661
142,2000-07-26,44.46875,45.71875,44.28125,44.28125,29.102831,3960400,28.470530720000014,28.139973999999977,28.65638535,-0.004216444132115249
143,2000-07-27,44.875,45.1875,44.28125,44.5,29.246605,2069400,28.478127880000017,28.16667369999998,28.704393800000002,-0.008356545961002786
144,2000-07-28,44.625,45.8125,44.4375,45.5,29.903828000000004,2395000,28.506989630000017,28.216992574999978,28.793735650000002,0.0196078431372549
145,2000-07-31,45.46875,45.65625,45.03125,45.03125,29.595762,2240400,28.533382870000015,28.264231199999976,28.9097772,-0.009621993127147767
146,2000-08-01,45.25,45.59375,44.625,44.6875,29.369829,2711400,28.562822370000017,28.299659724999977,28.997065100000004,-0.012430939226519336
147,2000-08-02,44.78125,45.3125,44.4375,45.125,29.657364,2003400,28.59330066000002,28.364868724999972,29.025818100000002,0.007676203768318213
148,2000-08-03,45.34375,45.46875,44.96875,44.96875,29.554674,2093400,28.630914510000014,28.432131424999973,29.081271100000002,-0.008270158511371467
149,2000-08-04,44.96875,45.34375,44.8125,45.0,29.575212,2032800,28.66832570000002,28.49990757499997,29.144939800000003,0.0006949270326615705
150,2000-08-07,45.0,45.46875,45.0,45.4375,29.862759000000004,1593400,28.69759301000002,28.57333234999997,29.205528100000002,0.009722222222222222
151,2000-08-08,45.46875,46.09375,45.09375,45.6875,30.027063,2862400,28.710341930000016,28.650608224999967,29.24557785,0.004810996563573883
152,2000-08-09,46.125,46.71875,45.8125,46.25,30.396749,3140600,28.73392988000002,28.73789612499997,29.2856272,0.0027100271002710027
153,2000-08-10,46.46875,47.75,46.46875,47.4375,31.177208,3862000,28.76164936000002,28.825697624999968,29.372915099999993,0.020847343644922665
154,2000-08-11,47.46875,48.71875,47.46875,48.375,31.793371,3663800,28.784307100000024,28.910418524999972,29.518737999999995,0.019091507570770244
155,2000-08-14,48.125,48.125,46.90625,47.84375,31.44421,2292200,28.817961600000025,29.00284099999997,29.657371249999994,-0.005844155844155844
156,2000-08-15,47.90625,47.9375,47.125,47.4375,31.177208,1630800,28.845681080000027,29.096290399999976,29.77033189999999,-0.009784735812133072
157,2000-08-16,47.5,47.5,47.0,47.28125,31.074514,1871000,28.859721810000025,29.197955374999975,29.902803999999993,-0.004605263157894736
158,2000-08-17,47.40625,47.8125,47.15625,47.625,31.300442,1728200,28.88336796000003,29.271893424999973,30.04657249999999,0.004614370468029005
159,2000-08-18,47.75,47.75,47.375,47.5625,31.259359000000003,1513000,28.90578710000003,29.34634457499997,30.19034079999999,-0.003926701570680628
160,2000-08-21,47.6875,47.90625,47.28125,47.46875,31.19775,1057200,28.931671440000027,29.43260554999997,30.28687114999999,-0.0045871559633027525
161,2000-08-22,47.4375,48.5,47.375,48.15625,31.649576,1498800,28.957584810000025,29.521433499999972,30.418315699999994,0.015151515151515152
162,2000-08-23,48.09375,48.40625,47.65625,47.96875,31.71735,1747200,28.985604100000025,29.60271349999997,30.549041649999992,-0.002599090318388564
163,2000-08-24,47.84375,47.9375,47.25,47.40625,31.34543,1656600,28.999088990000022,29.67918834999997,30.65398289999999,-0.009144350097975179
164,2000-08-25,47.53125,47.875,47.53125,47.875,31.655373,1572800,29.01220429000002,29.767647899999968,30.74156014999999,0.007232084155161078
165,2000-08-28,48.0,48.71875,47.5625,47.5625,31.448753000000004,1608000,29.02917120000002,29.87199344999997,30.83420969999999,-0.009114583333333334
166,2000-08-29,47.6875,47.8125,47.3125,47.3125,31.283443,1900600,29.03713876000002,29.96347774999997,30.929890399999994,-0.007863695937090432
167,2000-08-30,47.3125,47.5625,46.625,46.6875,30.870193,1784400,29.04668753000002,30.008174974999967,30.99053184999999,-0.013210039630118891
168,2000-08-31,46.59375,47.78125,46.5,46.507801,30.751368,2093200,29.051375020000023,30.06581882499997,31.05036654999999,-0.0018446465459423073
169,2000-09-01,46.96875,47.28125,46.25,46.25,30.580908,3204400,29.045583280000024,30.122795574999962,31.100651349999993,-0.015302727877578177
170,2000-09-05,46.21875,46.4375,45.78125,46.125,30.498247,2271600,29.04161779000002,30.168976924999964,31.132425749999992,-0.002028397565922921
171,2000-09-06,46.78125,47.96875,46.75,47.0625,31.118151,2737800,29.043443180000022,30.216278999999965,31.186980149999993,0.006012024048096192
172,2000-09-07,46.5,46.625,45.8125,45.8125,30.291637,3829800,29.049859210000022,30.233675874999967,31.181724549999995,-0.01478494623655914
173,2000-09-08,45.125,45.6875,44.5,44.96875,29.733744,3726800,29.053757170000022,30.241233224999963,31.109551349999997,-0.0034626038781163434
174,2000-09-11,45.25,45.28125,44.1875,44.46875,29.403143,2630800,29.05434912000002,30.254388974999962,30.99003995,-0.017265193370165747
175,2000-09-12,44.21875,44.84375,44.0,44.03125,29.113852,2537400,29.05021167000002,30.265446649999962,30.87352205,-0.004240282685512367
176,2000-09-13,44.3125,44.96875,43.09375,43.25,28.597279,2644000,29.03499071000002,30.257428749999963,30.744525599999996,-0.023977433004231313
177,2000-09-14,43.125,43.21875,42.0625,42.5,28.101372,3947600,28.99807778000002,30.249336249999963,30.595868499999995,-0.014492753623188406
178,2000-09-15,43.125,43.125,42.0625,42.5625,28.142704,4802000,28.97320956000002,30.242277049999966,30.437981599999993,-0.013043478260869565
179,2000-09-18,42.1875,42.3125,41.0,41.59375,27.502155,4220200,28.957852650000017,30.220231099999967,30.250121399999994,-0.014074074074074074
180,2000-09-19,42.09375,42.34375,41.53125,41.9375,27.729452,3305400,28.949666230000016,30.181788824999966,30.076706499999993,-0.003711952487008166
181,2000-09-20,41.875,42.34375,40.25,40.875,27.026921999999995,4520000,28.937107230000017,30.131944749999967,29.845573799999993,-0.023880597014925373
182,2000-09-21,42.3125,43.90625,42.25,43.21875,28.576618,5820200,28.939024910000015,30.11878942499997,29.688537199999995,0.02141802067946824
183,2000-09-22,43.75,44.75,43.125,44.125,29.175842,5092400,28.946934830000018,30.117020349999972,29.5800578,0.008571428571428572
184,2000-09-25,44.0,45.03125,43.875,45.0,29.754398,4293800,28.964303240000017,30.113284599999975,29.485009049999995,0.022727272727272728
185,2000-09-26,45.0,45.5,44.21875,44.9375,29.713064000000006,5865800,28.982482750000017,30.116217149999976,29.3982246,-0.001388888888888889
186,2000-09-27,44.96875,45.625,44.59375,44.96875,29.733744,5071600,28.996787910000016,30.12531502499998,29.320739649999997,0.0
187,2000-09-28,45.09375,46.71875,45.03125,45.8125,30.291637,3306000,29.014631360000017,30.141171849999985,29.29181185,0.01593901593901594
188,2000-09-29,45.6875,46.6875,45.5,45.5625,30.12632,3258200,29.035106960000018,30.155462999999987,29.26055945,-0.0027359781121751026
189,2000-10-02,45.96875,46.34375,45.40625,45.84375,30.312294,2493400,29.057646400000017,30.17389004999999,29.247128749999995,-0.002719238613188307
190,2000-10-03,45.75,47.46875,45.75,47.0,31.076824,2911600,29.08783114000002,30.204241674999984,29.276057599999994,0.0273224043715847
191,2000-10-04,46.65625,48.0,46.65625,47.75,31.572723,4045800,29.126443770000023,30.242883174999985,29.298786199999995,0.02344273275284662
192,2000-10-05,47.5,47.5,46.53125,46.625,30.828856,2555200,29.154148830000025,30.25368584999999,29.32564714999999,-0.018421052631578946
193,2000-10-06,46.875,47.375,46.09375,46.09375,30.477602,2792000,29.164873320000023,30.236195699999985,29.362840049999996,-0.016666666666666666
194,2000-10-09,46.15625,47.15625,45.875,45.875,30.332958,1789600,29.179022950000025,30.199685374999984,29.409330799999992,-0.006093432633716994
195,2000-10-10,46.09375,47.4375,46.09375,46.5625,30.787542,2328800,29.20079913000003,30.183268674999983,29.493015299999996,0.010169491525423728
196,2000-10-11,47.25,47.71875,46.53125,46.625,30.828856,2367200,29.231409260000028,30.174559874999982,29.604594149999997,-0.013227513227513227
197,2000-10-12,46.5625,46.59375,45.25,45.4375,30.043674,4886800,29.25519452000003,30.148788874999987,29.70170925,-0.024161073825503355
198,2000-10-13,45.3125,45.65625,45.3125,45.5,30.085009000000003,6227800,29.279598480000026,30.118403049999984,29.798824500000002,0.004137931034482759
