,Date,Open,High,Low,Close,Volume,Adj Close,Up or Down,100da,40da,20da
20,7/28/2010,20.549999,20.9,20.51,20.719998999999998,467200,20.719998999999998,1.0,19.911904428571425,19.911904428571425,19.712999699999997
21,7/29/2010,20.77,20.879998999999998,20.0,20.35,616000,20.35,-1.0,19.93181786363636,19.93181786363636,19.538999699999998
22,7/30/2010,20.200001,20.440001000000002,19.549999,19.940001000000002,426900,19.940001000000002,-1.0,19.932173652173912,19.932173652173912,19.4379998
23,8/2/2010,20.5,20.969998999999998,20.33,20.92,718100,20.92,1.0,19.973333083333333,19.973333083333333,19.52399975
24,8/3/2010,21.0,21.950001,20.82,21.950001,1230500,21.950001,1.0,20.0523998,20.0523998,19.81599975
25,8/4/2010,21.950001,22.18,20.85,21.26,913000,21.26,-1.0,20.09884596153846,20.09884596153846,20.08899975
26,8/5/2010,21.540001,21.549999,20.049999,20.450001,796200,20.450001,-1.0,20.111851703703703,20.111851703703703,20.23849985
27,8/6/2010,20.1,20.16,19.52,19.59,741900,19.59,-1.0,20.093214142857143,20.093214142857143,20.34799985
28,8/9/2010,19.9,19.98,19.450001,19.6,812700,19.6,-1.0,20.076206758620692,20.076206758620692,20.4754999
29,8/10/2010,19.65,19.65,18.82,19.030001000000002,1281300,19.030001000000002,-1.0,20.041333233333333,20.041333233333333,20.520000000000003
30,8/11/2010,18.690001000000002,18.879998999999998,17.85,17.9,797600,17.9,-1.0,19.972257967741935,19.972257967741935,20.423000000000002
31,8/12/2010,17.799999,17.9,17.389999,17.6,691000,17.6,-1.0,19.89812490625,19.89812490625,20.308500050000003
32,8/13/2010,18.18,18.450001,17.66,18.32,634000,18.32,1.0,19.85030293939394,19.85030293939394,20.192500100000004
33,8/16/2010,18.450001,18.799999,18.26,18.780001000000002,485800,18.780001000000002,1.0,19.818823470588235,19.818823470588235,20.036000150000003
34,8/17/2010,18.959999,19.4,18.780001000000002,19.15,447900,19.15,1.0,19.79971422857143,19.79971422857143,19.978500200000003
35,8/18/2010,19.59,19.59,18.6,18.77,601300,18.77,-1.0,19.771111055555554,19.771111055555554,19.90600025
36,8/19/2010,18.540001,19.25,18.33,18.790001,579100,18.790001,1.0,19.744594567567567,19.744594567567567,19.795500300000004
37,8/20/2010,18.65,19.110001,18.51,19.1,296000,19.1,1.0,19.72763155263158,19.72763155263158,19.686000250000003
38,8/23/2010,19.09,20.389999,19.0,20.129998999999998,1088100,20.129998999999998,1.0,19.737948666666664,19.737948666666664,19.645000150000005
39,8/24/2010,19.25,19.709999,18.950001,19.200001,673100,19.200001,-1.0,19.724499975,19.724499975,19.577500250000003
40,8/25/2010,19.16,19.98,18.559998999999998,19.9,503300,19.9,1.0,19.728780463414633,19.62475,19.536500300000004
41,8/26/2010,19.889999,20.27,19.6,19.75,433800,19.75,-1.0,19.72928569047619,19.52275,19.506500300000003
42,8/27/2010,19.75,19.870001000000002,19.5,19.700001,379600,19.700001,-1.0,19.72860465116279,19.46625005,19.494500300000002
