Date,Open,High,Low,Close,Adj Close,Volume
2017-01-19,48.439999,49.66,48.0,48.029999,47.765614,1774400
2017-01-20,48.509997999999996,49.18,48.34,48.43,48.163414,1474500
2017-01-23,48.73,48.73,47.599998,48.189999,47.924732,1227100
2017-01-24,48.41,48.66,47.209998999999996,47.740002000000004,47.477211,1468700
2017-01-25,47.68,48.07,46.75,47.970001,47.705944,1294800
2017-01-26,47.939999,48.439999,47.25,48.25,47.984402,912800
2017-01-27,48.41,48.860001000000004,47.84,48.799999,48.531376,444300
2017-01-30,48.490002000000004,48.490002000000004,46.84,47.450001,47.188808,754200
2017-01-31,47.450001,47.639998999999996,46.810001,47.549999,47.288253999999995,756700
2017-02-01,47.799999,47.799999,46.950001,47.580002,47.318092,1026200
2017-02-02,47.349998,48.41,47.080002,48.240002000000004,47.974461,1156300
2017-02-03,48.349998,48.779999,47.369999,47.41,47.149025,828800
2017-02-06,47.150002,47.990002000000004,46.349998,47.23,46.970015999999994,1130800
2017-02-07,47.459998999999996,48.220001,47.299999,48.02,47.755669,1377600
2017-02-08,48.130001,48.450001,47.119999,47.779999,47.516987,1281100
2017-02-09,47.779999,48.889998999999996,47.779999,48.75,48.481651,1260300
2017-02-10,49.0,50.830002,48.799999,50.799999,50.520367,1198600
2017-02-13,50.57,52.369999,50.380001,51.290001000000004,51.007671,1825400
2017-02-14,51.23,51.23,49.380001,49.73,49.456257,1571700
2017-02-15,49.790001000000004,49.900002,49.310001,49.560001,49.287193,610600
2017-02-16,49.759997999999996,49.790001000000004,48.950001,49.490002000000004,49.217579,850400
2017-02-17,49.18,49.490002000000004,48.950001,49.419998,49.147960999999995,665900
2017-02-21,49.5,49.5,48.490002000000004,49.169998,48.899338,914900
2017-02-22,49.290001000000004,49.860001000000004,48.700001,49.619999,49.346859,708100
2017-02-23,49.599998,50.619999,49.490002000000004,49.720001,49.446312,780100
2017-02-24,48.900002,49.200001,47.990002000000004,49.150002,48.879452,391600
2017-02-27,48.700001,49.0,48.060001,48.830002,48.561211,981300
2017-02-28,48.610001000000004,48.77,48.119999,48.41,48.14352,745000
2017-03-01,48.950001,50.720001,48.950001,50.470001,50.192184000000005,605500
2017-03-02,50.290001000000004,51.849998,50.07,51.25,50.967888,1794800
2017-03-03,51.0,51.0,49.009997999999996,49.880001,49.605431,885100
2017-03-06,50.0,52.060001,50.0,51.689999,51.405464,809600
2017-03-07,52.060001,52.540001000000004,50.82,50.82,50.540257000000004,938300
2017-03-08,50.919998,51.32,50.27,50.459998999999996,50.182235999999996,678800
2017-03-09,50.52,50.830002,50.0,50.25,49.973392,551100
2017-03-10,50.439999,51.41,50.439999,51.110001000000004,50.828659,614300
2017-03-13,51.240002000000004,52.060001,50.669998,51.84,51.554642,437200
2017-03-14,52.130001,52.849998,51.880001,52.060001,51.77343,665600
2017-03-15,52.169998,55.009997999999996,52.099998,53.630001,53.334789,1802400
2017-03-16,54.02,54.5,53.650002,54.200001,53.901649,583500
2017-03-17,54.119999,55.68,53.560001,55.099998,54.796696,900200
2017-03-20,55.5,57.5,55.5,57.240002000000004,56.924918999999996,1719100
2017-03-21,57.98,58.25,56.869999,57.48,57.163593000000006,2197500
2017-03-22,57.150002,59.060001,56.34,58.689999,58.36693199999999,1497000
2017-03-23,58.68,58.77,57.84,58.099998,57.780181999999996,1006500
2017-03-24,58.189999,59.84,57.720001,58.950001,58.62550400000001,553500
2017-03-27,58.849998,58.889998999999996,57.299999,58.470001,58.148148,1242500
2017-03-28,58.18,58.59,57.59,58.07,57.750347,734800
2017-03-29,58.0,59.66,57.73,59.459998999999996,59.132693999999994,829400
2017-03-30,59.580002,60.169998,59.110001000000004,59.529999,59.202309,898100
2017-03-31,59.560001,60.91,59.099998,60.380001,60.047633999999995,1301700
2017-04-03,60.509997999999996,60.98,59.779999,60.91,60.574715000000005,546700
2017-04-04,60.799999,61.369999,60.529999,60.689999,60.355923,548700
2017-04-05,61.130001,61.810001,60.549999,60.73,60.395706000000004,1024800
2017-04-06,60.66,61.959998999999996,60.279999,61.450001,61.111743999999995,701100
2017-04-07,61.389998999999996,61.43,60.189999,61.060001,60.723888,552800
2017-04-10,61.279999,61.279999,59.75,60.09,59.759228,886500
2017-04-11,60.0,60.259997999999996,58.470001,59.68,59.351486,785200
2017-04-12,59.91,60.060001,59.09,59.450001,59.122753,919000
2017-04-13,59.360001000000004,59.84,58.919998,59.389998999999996,59.06308000000001,1121700
2017-04-17,59.580002,60.619999,59.290001000000004,60.380001,60.047633999999995,558700
2017-04-18,60.200001,60.740002000000004,59.830002,60.330002,59.99791,613800
2017-04-19,60.330002,63.029999,60.049999,62.400002,62.056515000000005,1017100
2017-04-20,62.669998,62.759997999999996,61.889998999999996,62.049999,61.708439,1109900
2017-04-21,62.200001,63.220001,61.91,62.810001,62.464256000000006,981000
2017-04-24,62.900002,64.370003,61.77,62.810001,62.464256000000006,1799300
2017-04-25,63.110001000000004,68.519997,63.0,66.910004,66.541687,2408800
2017-04-26,67.339996,67.339996,64.610001,65.309998,64.95049300000001,1678400
2017-04-27,65.199997,65.779999,64.83000200000001,65.0,64.642197,2151200
2017-04-28,65.400002,65.400002,64.239998,64.540001,64.184731,974900
2017-05-01,64.760002,65.019997,64.07,64.400002,64.045502,518100
2017-05-02,64.5,65.760002,64.040001,64.349998,63.995777000000004,1276200
2017-05-03,64.66999799999999,64.66999799999999,63.869999,64.029999,63.67754,342200
2017-05-04,63.98,64.160004,63.48,64.0,63.647705,753900
2017-05-05,64.099998,65.589996,63.25,65.32,64.960442,864200
2017-05-08,65.379997,67.400002,65.379997,67.150002,66.780365,999500
2017-05-09,67.230003,68.099998,66.739998,66.970001,66.601357,858600
2017-05-10,67.279999,69.25,67.050003,67.980003,67.605797,885100
2017-05-11,67.889999,69.41999799999999,67.300003,69.360001,68.97820300000001,1118100
2017-05-12,69.459999,72.5,69.360001,71.589996,71.195923,1419600
2017-05-15,71.660004,72.089996,68.32,70.910004,70.519669,1251100
2017-05-16,72.0,76.18,71.550003,75.82,75.402641,2142400
2017-05-17,74.199997,74.25,68.199997,68.949997,68.57045699999999,2995700
2017-05-18,68.300003,68.389999,66.260002,68.040001,67.66546600000001,2166300
2017-05-19,68.970001,71.709999,68.800003,71.699997,71.305313,1576800
2017-05-22,71.519997,73.589996,71.290001,73.410004,73.005913,1820200
2017-05-23,73.489998,73.610001,72.120003,73.209999,72.807007,1999700
2017-05-24,73.25,73.970001,72.589996,73.209999,72.807007,1477800
2017-05-25,74.07,74.07,72.029999,73.0,72.59816,1659400
2017-05-26,72.540001,73.690002,72.540001,73.43,73.025795,920600
2017-05-30,73.019997,73.309998,70.239998,70.620003,70.23127,1372900
2017-05-31,70.0,72.470001,69.959999,71.66999799999999,71.275482,1495200
2017-06-01,72.440002,74.300003,71.900002,74.050003,73.642387,1292600
2017-06-02,74.230003,74.879997,72.720001,73.959999,73.552879,1050000
2017-06-05,73.68,74.709999,73.239998,74.550003,74.13963299999999,965000
2017-06-06,74.459999,77.029999,74.41999799999999,76.120003,75.700989,1254100
2017-06-07,76.620003,83.209999,76.589996,82.660004,82.204994,2777500
2017-06-08,82.900002,83.089996,74.33000200000001,75.83000200000001,75.41259000000001,2886800
2017-06-09,77.07,78.349998,71.269997,72.470001,72.071083,2685200
2017-06-12,72.459999,76.120003,72.0,74.08000200000001,73.672218,2665500
2017-06-13,75.860001,77.66999799999999,73.010002,73.690002,73.28437,2695700
2017-06-14,74.040001,76.230003,72.0,72.959999,72.55838,1003400
2017-06-15,71.730003,72.93,71.139999,72.800003,72.39926899999999,1178700
2017-06-16,73.400002,74.790001,72.91999799999999,74.099998,73.69210799999999,851800
2017-06-19,75.57,76.629997,75.010002,75.470001,75.054565,1144700
2017-06-20,75.220001,76.309998,73.709999,74.16999799999999,73.761719,1349400
2017-06-21,74.620003,74.790001,72.139999,72.839996,72.439041,1148100
2017-06-22,72.58000200000001,72.870003,71.5,72.650002,72.25009200000001,1287400
2017-06-23,73.019997,73.860001,72.519997,72.720001,72.31971,555400
2017-06-26,73.25,75.349998,72.059998,72.410004,72.011414,876900
2017-06-27,72.019997,74.889999,71.559998,71.599998,71.205872,1005400
2017-06-28,72.25,72.269997,70.309998,71.290001,70.897575,1050500
2017-06-29,71.279999,72.440002,69.910004,70.41999799999999,70.032364,1241000
2017-06-30,70.5,71.550003,69.970001,70.489998,70.101974,915200
2017-07-03,70.629997,72.32,70.58000200000001,71.33000200000001,70.93735500000001,674500
2017-07-05,71.599998,72.139999,70.910004,72.0,71.603668,602600
2017-07-06,72.0,73.08000200000001,70.599998,71.0,70.609177,1613600
2017-07-07,71.110001,72.68,70.370003,72.120003,71.723007,848200
2017-07-10,72.339996,75.089996,72.339996,74.650002,74.239082,1155800
2017-07-11,75.25,76.260002,73.809998,76.129997,75.71093,949900
2017-07-12,76.900002,80.0,76.589996,79.860001,79.42040300000001,1548600
2017-07-13,79.800003,80.0,77.129997,78.190002,77.759598,1487800
2017-07-14,78.309998,81.879997,78.18,79.779999,79.340843,1799900
2017-07-17,80.099998,81.800003,79.279999,79.800003,79.360733,967300
2017-07-18,80.150002,82.470001,79.139999,82.07,81.61823299999999,1200800
2017-07-19,82.07,82.620003,80.029999,80.230003,79.788368,1395900
2017-07-20,80.550003,81.75,79.120003,80.610001,80.166275,1425900
2017-07-21,80.57,80.57,78.849998,79.110001,78.67453,1042900
2017-07-24,79.349998,81.08000200000001,78.75,80.489998,80.04692800000001,1798400
2017-07-25,77.75,81.739998,76.230003,80.699997,80.255775,3751200
2017-07-26,80.730003,83.910004,80.699997,82.870003,82.413834,1859900
