Date,Open,High,Low,Close,Adj Close,Volume,300ma,100ma,40ma,20ma
2017-01-03,214.860001,220.330002,210.960007,216.990005,216.990005,5923300,216.990005,216.990005,216.990005,216.990005
2017-01-04,214.75,228.0,214.309998,226.990005,226.990005,11213500,221.990005,221.990005,221.990005,221.990005
2017-01-05,226.419998,227.479996,221.949997,226.75,226.75,5911700,223.57667,223.57667,223.57667,223.57667
2017-01-06,226.929993,230.309998,225.449997,229.00999500000003,229.00999500000003,5527900,224.93500125,224.93500125,224.93500125,224.93500125
2017-01-09,228.970001,231.919998,228.0,231.27999900000003,231.27999900000003,3957000,226.2040008,226.2040008,226.2040008,226.2040008
2017-01-10,232.0,232.0,226.889999,229.869995,229.869995,3660000,226.81499983333333,226.81499983333333,226.81499983333333,226.81499983333333
2017-01-11,229.070007,229.979996,226.679993,229.729996,229.729996,3650800,227.23142785714285,227.23142785714285,227.23142785714285,227.23142785714285
2017-01-12,229.059998,230.699997,225.580002,229.589996,229.589996,3790200,227.526248875,227.526248875,227.526248875,227.526248875
2017-01-13,230.0,237.850006,229.589996,237.75,237.75,6093000,228.6622212222222,228.6622212222222,228.6622212222222,228.6622212222222
2017-01-17,236.699997,239.960007,234.369995,235.580002,235.580002,4611900,229.3539993,229.3539993,229.3539993,229.3539993
2017-01-18,236.649994,239.710007,235.580002,238.360001,238.360001,3769000,230.1727267272727,230.1727267272727,230.1727267272727,230.1727267272727
2017-01-19,247.25,248.679993,240.75,243.75999500000003,243.75999500000003,7732300,231.3049990833333,231.3049990833333,231.3049990833333,231.3049990833333
2017-01-20,245.460007,246.0,243.00999500000003,244.729996,244.729996,4204300,232.33769115384615,232.33769115384615,232.33769115384615,232.33769115384615
2017-01-23,245.850006,250.889999,245.5,248.919998,248.919998,6262900,233.52214164285712,233.52214164285712,233.52214164285712,233.52214164285712
2017-01-24,250.0,254.800003,249.649994,254.610001,254.610001,4965500,234.9279989333333,234.9279989333333,234.9279989333333,234.9279989333333
2017-01-25,257.309998,258.459991,251.800003,254.470001,254.470001,5142600,236.1493740625,236.1493740625,236.1493740625,236.1493740625
2017-01-26,254.289993,255.740005,250.75,252.50999500000003,252.50999500000003,3152100,237.11176352941175,237.11176352941175,237.11176352941175,237.11176352941175
