Date,Open,High,Low,Close,Adj Close,Volume,300ma,100ma,40ma,20ma
2017-11-03,5.8,5.94,5.76,5.92,5.92,4849400,5.372206572769954,5.084599999999996,5.37075,5.486499999999997
2017-11-06,5.94,6.21,5.93,6.18,6.18,5768400,5.375981308411216,5.099399999999996,5.4005,5.539999999999997
2017-11-07,6.15,6.19,6.11,6.15,6.15,2368100,5.379581395348839,5.113299999999996,5.4285000000000005,5.582499999999998
2017-11-08,6.12,6.26,6.04,6.09,6.09,3831300,5.382870370370371,5.1272999999999955,5.451500000000001,5.619999999999997
2017-11-09,6.11,6.2,6.1,6.13,6.13,3281200,5.386313364055301,5.141899999999996,5.474500000000001,5.663499999999997
2017-11-10,6.15,6.18,6.07,6.11,6.11,2498000,5.389633027522937,5.157699999999997,5.495750000000001,5.701499999999998
2017-11-13,6.11,6.14,6.03,6.09,6.09,2601800,5.392831050228311,5.173899999999996,5.517000000000001,5.734999999999998
2017-11-14,6.06,6.06,5.86,5.9,5.9,3406500,5.395136363636365,5.187899999999996,5.535000000000001,5.758499999999998
2017-11-15,5.85,5.92,5.82,5.86,5.86,1877100,5.397239819004525,5.200899999999997,5.549500000000001,5.780499999999998
2017-11-16,5.85,5.92,5.82,5.86,5.86,2099100,5.399324324324325,5.212799999999998,5.5637500000000015,5.805999999999998
2017-11-17,5.95,6.06,5.95,6.05,6.05,1648000,5.402242152466368,5.226199999999997,5.583000000000002,5.838999999999998
2017-11-20,5.99,6.01,5.92,6.0,6.0,1044500,5.404910714285714,5.239099999999996,5.595500000000002,5.869499999999998
